id,long,lat,ECO_CODE,WWF_MHTNUM,C:wdist3,C:wdist4,C:wdist5,C:wdist6,C:wdist7,C:wdist8,C:ones3,C:ones4,C:ones5,C:ones6,C:ones7,C:ones8,C:sizes3,C:sizes4,C:sizes5,C:sizes6,C:sizes7,C:sizes8
enabled_col,0,0,F,F,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
139604,94.3526,39.69437,PA1330,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
139605,94.9363,39.69437,PA1302,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
139606,95.5201,39.69437,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
139607,96.1038,39.69437,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
139608,96.6875,39.69437,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
139609,97.2712,39.69437,PA1302,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
139610,97.855,39.69437,PA1302,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
139611,98.4387,39.69437,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
139612,99.0224,39.69437,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
139614,100.1899,39.69437,PA1302,E:ca13,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S1,S1,S2,S2,S2,S2
139615,100.7736,39.69437,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
139616,101.3573,39.69437,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
139617,101.9411,39.69437,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
139618,102.5248,39.69437,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
139619,103.1085,39.69437,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
139620,103.6923,39.69437,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
139624,106.0272,39.69437,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
139625,106.6109,39.69437,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
139626,107.1946,39.69437,PA1013,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
139627,107.7784,39.69437,PA1013,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
139628,108.3621,39.69437,PA1013,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
139629,108.9458,39.69437,PA1013,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
139630,109.5295,39.69437,PA1013,E:ab10,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
139631,110.1133,39.69437,PA1013,E:ab10,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
139632,110.697,39.69437,PA1013,E:ab10,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
139633,111.2807,39.69437,PA1013,E:ab10,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
139634,111.8645,39.69437,PA0813,E:bb8,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
139635,112.4482,39.69437,PA0813,E:bb8,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
139636,113.0319,39.69437,PA0813,E:bb8,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
139637,113.6157,39.69437,PA0411,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
139638,114.1994,39.69437,PA0411,E:bc4,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
139639,114.7831,39.69437,PA0411,E:bc4,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
139640,115.3668,39.69437,PA0411,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
140218,90.8473,39.24521,PA1330,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140219,91.4273,39.24521,PA1330,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140220,92.0073,39.24521,PA1330,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140221,92.5873,39.24521,PA1330,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140222,93.1672,39.24521,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140223,93.7472,39.24521,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140224,94.3272,39.24521,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140225,94.9072,39.24521,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140226,95.4871,39.24521,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140227,96.0671,39.24521,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140228,96.6471,39.24521,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140229,97.2271,39.24521,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140230,97.807,39.24521,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140231,98.387,39.24521,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140232,98.967,39.24521,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140233,99.5469,39.24521,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140234,100.1269,39.24521,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140235,100.7069,39.24521,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140236,101.2869,39.24521,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140237,101.8668,39.24521,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140243,105.3467,39.24521,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140244,105.9266,39.24521,PA0508,E:ba5,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140245,106.5066,39.24521,PA0508,E:ba5,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140246,107.0866,39.24521,PA1013,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140247,107.6666,39.24521,PA1013,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140248,108.2465,39.24521,PA1013,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140249,108.8265,39.24521,PA1013,E:ab10,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140250,109.4065,39.24521,PA1013,E:ab10,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140251,109.9865,39.24521,PA1013,E:ab10,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140252,110.5664,39.24521,PA1013,E:ab10,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140253,111.1464,39.24521,PA1013,E:ab10,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
140254,111.7264,39.24521,PA0813,E:bb8,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140255,112.3063,39.24521,PA0813,E:bb8,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140256,112.8863,39.24521,PA0411,E:bc4,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140257,113.4663,39.24521,PA0411,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
140258,114.0463,39.24521,PA0411,E:bc4,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140259,114.6262,39.24521,PA0411,E:bc4,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140260,115.2062,39.24521,PA0411,E:bc4,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140838,88.5559,38.79605,PA1330,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140839,89.1322,38.79605,PA1330,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140840,89.7085,38.79605,PA1330,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140841,90.2848,38.79605,PA1330,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140842,90.8611,38.79605,PA1330,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140843,91.4374,38.79605,PA1330,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140844,92.0137,38.79605,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140845,92.59,38.79605,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140846,93.1663,38.79605,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140847,93.7426,38.79605,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140848,94.3189,38.79605,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140849,94.8952,38.79605,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140850,95.4715,38.79605,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140851,96.0478,38.79605,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140852,96.6241,38.79605,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140853,97.2004,38.79605,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140854,97.7767,38.79605,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140855,98.353,38.79605,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140856,98.9293,38.79605,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
140857,99.5056,38.79605,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140858,100.0819,38.79605,PA1302,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140859,100.6582,38.79605,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140860,101.2345,38.79605,PA1302,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140861,101.8108,38.79605,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140862,102.3871,38.79605,PA1302,E:ca13,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S1,S1,S2,S2,S2,S2
140863,102.9634,38.79605,PA1302,E:ca13,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S1,S1,S2,S2,S2,S2
140866,104.6923,38.79605,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140867,105.2686,38.79605,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140868,105.8449,38.79605,PA0508,E:ba5,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140869,106.4212,38.79605,PA0508,E:ba5,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140870,106.9975,38.79605,PA1013,E:ab10,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S1,S1,S2,S2,S2,S2
140871,107.5738,38.79605,PA1013,E:ab10,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S1,S1,S2,S2,S2,S2
140872,108.1501,38.79605,PA1013,E:ab10,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140873,108.7264,38.79605,PA1013,E:ab10,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140877,111.0316,38.79605,PA1013,E:ab10,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
140878,111.6079,38.79605,PA0813,E:bb8,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140879,112.1842,38.79605,PA0813,E:bb8,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140880,112.7605,38.79605,PA0411,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
140881,113.3368,38.79605,PA0411,E:bc4,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
140882,113.9131,38.79605,PA0411,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
141465,88.0276,38.3469,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
141466,88.6003,38.3469,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
141467,89.173,38.3469,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
141468,89.7457,38.3469,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
141469,90.3184,38.3469,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
141470,90.8911,38.3469,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
141471,91.4638,38.3469,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
141472,92.0365,38.3469,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
141473,92.6092,38.3469,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
141474,93.182,38.3469,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
141475,93.7547,38.3469,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
141476,94.3274,38.3469,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
141477,94.9001,38.3469,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
141478,95.4728,38.3469,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
141479,96.0455,38.3469,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
141480,96.6182,38.3469,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
141481,97.1909,38.3469,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
141482,97.7636,38.3469,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
141483,98.3363,38.3469,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
141484,98.909,38.3469,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
141485,99.4818,38.3469,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
141486,100.0545,38.3469,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
141487,100.6272,38.3469,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
141488,101.1999,38.3469,PA1302,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
141489,101.7726,38.3469,PA1302,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
141490,102.3453,38.3469,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
141491,102.918,38.3469,PA1302,E:ca13,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S1,S1,S2,S2,S2,S2
141492,103.4907,38.3469,PA1302,E:ca13,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S1,S1,S2,S2,S2,S2
141493,104.0634,38.3469,PA1302,E:ca13,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S1,S1,S2,S2,S2,S2
141494,104.6361,38.3469,PA1302,E:ca13,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
141495,105.2088,38.3469,PA0508,E:ba5,S0,S0,S0,S1,S1,S1,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
141496,105.7815,38.3469,PA0508,E:ba5,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
141497,106.3543,38.3469,PA0508,E:ba5,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S1,S1,S2,S2,S2,S2
141498,106.927,38.3469,PA1013,E:ab10,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
141499,107.4997,38.3469,PA1013,E:ab10,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S1,S1,S2,S2,S2,S2
141505,110.9359,38.3469,PA0411,E:bc4,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
141506,111.5086,38.3469,PA0411,E:bc4,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
141507,112.0813,38.3469,PA0411,E:bc4,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
141508,112.654,38.3469,PA0411,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
141509,113.2268,38.3469,PA0411,E:bc4,S2,S3,S4,S5,S6,S7,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
141510,113.7995,38.3469,PA0411,E:bc4,S2,S3,S4,S5,S6,S6,S1,S1,S2,S3,S3,S4,S1,S1,S2,S2,S2,S2
142096,87.5222,37.89774,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142097,88.0914,37.89774,PA1011,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142098,88.6606,37.89774,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142099,89.2298,37.89774,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142100,89.799,37.89774,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142101,90.3682,37.89774,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142102,90.9374,37.89774,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142103,91.5066,37.89774,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142104,92.0758,37.89774,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142105,92.645,37.89774,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142106,93.2142,37.89774,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142107,93.7834,37.89774,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142108,94.3525,37.89774,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142109,94.9217,37.89774,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142110,95.4909,37.89774,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142111,96.0601,37.89774,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142112,96.6293,37.89774,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142113,97.1985,37.89774,PA1324,E:ca13,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142114,97.7677,37.89774,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142115,98.3369,37.89774,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1
142116,98.9061,37.89774,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142117,99.4753,37.89774,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142118,100.0445,37.89774,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142119,100.6137,37.89774,PA1015,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
142120,101.1829,37.89774,PA1017,E:ab10,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
